"type","value","slug","date_created"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:09:34.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:13:54.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:26:54.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T23:43:53.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:10:46.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T16:37:37.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:34:08.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:18:01.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:14:32.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:54:12.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:34:00.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:27.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T21:16:39.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T17:49:41.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:17:15.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:07:34.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T13:02:09.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:34:58.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:43:42.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:08:22.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:19:35.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-31T11:00:02.000Z"
"MASCLETA",3,"septima-jornada-mascletaes","2025-03-30T12:40:45.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T20:41:59.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:29:07.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:55:15.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:13:35.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:38.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T17:03:05.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:08:56.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:58:32.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:09:30.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:11:34.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:08:58.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T19:32:26.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:14:27.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:45:43.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T17:42:45.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:22:10.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T16:49:02.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:08:41.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:10:00.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:08:03.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T13:35:26.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T16:36:04.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T15:44:54.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:15:21.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:19:08.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:33:05.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:10:12.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T18:33:00.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T18:15:04.000Z"
"MASCLETA",4,"septima-jornada-mascletaes","2025-03-30T12:27:31.000Z"
